case_id,fault_terminal,current_level,current_profile,service_years,ambient_temp,vent_state,door_state,seed,severity,supply_mode,circuit_id,Stage_1_5_Time_s,Stage_2_Time_s,Stage_3_Time_s,Peak_Fire_HRR,Peak_Arc_Power,Aging_Ea_kJ_per_mol,Aging_Ignition_Temp_Rise_C,Aging_Combustion_Rate_Multiplier,Fault_Burnable_Mass_at_Stage3_g,Arc_Without_Sustained_Fire,Secondary_Ignited_Count,Secondary_Ignited_Nodes,Secondary_Ignition_Causes,Top_Risk_Neighbor,Max_Neighbor_T,Max_Neighbor_C,Diagnostic_Issues,Runner_QC_Issues,status,n_rows,n_nodes,edge_feat_shape,source_case_id
CASE_00327,KM1_DC,25.0,constant,10.0,26.0,normal,closed,327002,0.75,DC,DC_LOOP,441.22,449.99,451.492,2854.7,682.0,136.43,4.806,0.9516,18.99225,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,797.5,8.034,,,success,28575,37,37x37x4,
CASE_00328,KM1_DC,25.0,constant,10.0,26.0,reduced,closed,328000,0.75,DC,DC_LOOP,441.2,449.98,451.482,2606.1,682.0,136.43,4.806,0.9516,18.99158,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,784.49,8.16,,,success,28575,37,37x37x4,
CASE_00329,KM1_DC,25.0,constant,10.0,26.0,reduced,closed,329001,0.75,DC,DC_LOOP,441.2,449.968,451.47,2606.2,682.0,136.43,4.806,0.9516,18.99344,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,784.47,7.764,,,success,28574,37,37x37x4,
CASE_00330,KM1_DC,25.0,constant,10.0,26.0,reduced,closed,330002,0.75,DC,DC_LOOP,441.2,449.97,451.472,2606.2,682.0,136.43,4.806,0.9516,18.9935,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,784.47,8.424,,,success,28574,37,37x37x4,
CASE_00331,KM1_DC,25.0,constant,10.0,26.0,forced,closed,331000,0.75,DC,DC_LOOP,441.22,449.982,451.484,3105.3,682.0,136.43,4.806,0.9516,18.9921,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,809.65,8.23,,,success,28575,37,37x37x4,
CASE_00332,KM1_DC,25.0,constant,10.0,26.0,forced,closed,332001,0.75,DC,DC_LOOP,441.22,449.994,451.496,3105.3,682.0,136.43,4.806,0.9516,18.99285,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,809.65,7.731,,,success,28575,37,37x37x4,
CASE_00333,KM1_DC,25.0,constant,10.0,26.0,forced,closed,333002,0.75,DC,DC_LOOP,441.22,450.006,451.508,3105.3,682.0,136.43,4.806,0.9516,18.99124,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,809.64,8.899,,,success,28576,37,37x37x4,
CASE_00334,KM1_DC,25.0,constant,10.0,26.0,off,closed,334000,0.75,DC,DC_LOOP,441.2,449.976,451.478,2171.4,682.0,136.43,4.806,0.9516,18.99309,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,707.77,8.051,,,success,28574,37,37x37x4,
CASE_00335,KM1_DC,25.0,constant,10.0,26.0,off,closed,335001,0.75,DC,DC_LOOP,441.2,449.982,451.484,2171.4,682.0,136.43,4.806,0.9516,18.99151,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,707.77,8.651,,,success,28575,37,37x37x4,
CASE_00337,KM1_DC,25.0,constant,20.0,26.0,normal,closed,337000,0.75,DC,DC_LOOP,382.62,391.23,392.732,2696.1,680.9,138.06,10.08,0.8962,19.05325,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,795.85,7.764,,,success,25637,37,37x37x4,
CASE_00336,KM1_DC,25.0,constant,10.0,26.0,off,closed,336002,0.75,DC,DC_LOOP,441.2,449.978,451.48,2171.4,682.0,136.43,4.806,0.9516,18.99138,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,707.77,7.672,,,success,28575,37,37x37x4,
CASE_00338,KM1_DC,25.0,constant,20.0,26.0,normal,closed,338001,0.75,DC,DC_LOOP,382.62,391.238,392.74,2696.0,680.9,138.06,10.08,0.8962,19.05197,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,795.86,9.104,,,success,25638,37,37x37x4,
CASE_00339,KM1_DC,25.0,constant,20.0,26.0,normal,closed,339002,0.75,DC,DC_LOOP,382.62,391.262,392.764,2696.0,680.9,138.06,10.08,0.8962,19.05147,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,795.86,8.038,,,success,25639,37,37x37x4,
CASE_00340,KM1_DC,25.0,constant,20.0,26.0,reduced,closed,340000,0.75,DC,DC_LOOP,382.62,391.258,392.76,2461.6,680.9,138.06,10.08,0.8962,19.05044,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,771.38,8.152,,,success,25639,37,37x37x4,
CASE_00341,KM1_DC,25.0,constant,20.0,26.0,reduced,closed,341001,0.75,DC,DC_LOOP,382.62,391.246,392.748,2461.6,680.9,138.06,10.08,0.8962,19.05198,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,771.39,8.454,,,success,25638,37,37x37x4,
CASE_00342,KM1_DC,25.0,constant,20.0,26.0,reduced,closed,342002,0.75,DC,DC_LOOP,382.62,391.244,392.746,2461.6,680.9,138.06,10.08,0.8962,19.05212,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,771.39,7.918,,,success,25638,37,37x37x4,
CASE_00345,KM1_DC,25.0,constant,20.0,26.0,forced,closed,345002,0.75,DC,DC_LOOP,382.62,391.26,392.762,2933.0,680.9,138.06,10.08,0.8962,19.05171,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,808.07,8.373,,,success,25639,37,37x37x4,
CASE_00343,KM1_DC,25.0,constant,20.0,26.0,forced,closed,343000,0.75,DC,DC_LOOP,382.62,391.23,392.732,2933.1,680.9,138.06,10.08,0.8962,19.05348,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,808.08,7.923,,,success,25637,37,37x37x4,
CASE_00344,KM1_DC,25.0,constant,20.0,26.0,forced,closed,344001,0.75,DC,DC_LOOP,382.62,391.236,392.738,2933.1,680.9,138.06,10.08,0.8962,19.05393,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,808.08,8.895,,,success,25637,37,37x37x4,
CASE_00346,KM1_DC,25.0,constant,20.0,26.0,off,closed,346000,0.75,DC,DC_LOOP,382.6,391.226,392.728,2055.1,680.9,138.06,10.08,0.8962,19.0529,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,675.4,9.25,,,success,25637,37,37x37x4,
CASE_00347,KM1_DC,25.0,constant,20.0,26.0,off,closed,347001,0.75,DC,DC_LOOP,382.6,391.198,392.7,2055.1,680.9,138.06,10.08,0.8962,19.0534,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,675.4,9.471,,,success,25636,37,37x37x4,
CASE_00348,KM1_DC,25.0,constant,20.0,26.0,off,closed,348002,0.75,DC,DC_LOOP,382.6,391.236,392.738,2055.1,680.9,138.06,10.08,0.8962,19.05336,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,675.4,7.889,,,success,25637,37,37x37x4,
CASE_00349,KM1_DC,25.0,constant,30.0,26.0,normal,closed,349000,0.75,DC,DC_LOOP,365.22,373.742,375.244,2578.4,680.4,139.28,14.035,0.855,19.09097,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,793.81,8.078,,,success,24763,37,37x37x4,
CASE_00350,KM1_DC,25.0,constant,30.0,26.0,normal,closed,350001,0.75,DC,DC_LOOP,365.22,373.744,375.246,2578.4,680.4,139.28,14.035,0.855,19.0911,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,793.81,7.508,,,success,24763,37,37x37x4,
CASE_00351,KM1_DC,25.0,constant,30.0,26.0,normal,closed,351002,0.75,DC,DC_LOOP,365.22,373.748,375.25,2578.4,680.4,139.28,14.035,0.855,19.09141,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,793.81,7.943,,,success,24763,37,37x37x4,
CASE_00352,KM1_DC,25.0,constant,30.0,26.0,reduced,closed,352000,0.75,DC,DC_LOOP,365.22,373.746,375.248,2355.3,680.4,139.28,14.035,0.855,19.09102,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,748.0,8.402,,,success,24763,37,37x37x4,
CASE_00353,KM1_DC,25.0,constant,30.0,26.0,reduced,closed,353001,0.75,DC,DC_LOOP,365.22,373.742,375.244,2355.3,680.4,139.28,14.035,0.855,19.09084,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,748.0,8.405,,,success,24763,37,37x37x4,
CASE_00354,KM1_DC,25.0,constant,30.0,26.0,reduced,closed,354002,0.75,DC,DC_LOOP,365.22,373.742,375.244,2355.3,680.4,139.28,14.035,0.855,19.09079,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,748.0,7.709,,,success,24763,37,37x37x4,
CASE_00356,KM1_DC,25.0,constant,30.0,26.0,forced,closed,356001,0.75,DC,DC_LOOP,365.22,373.734,375.236,2804.4,680.4,139.28,14.035,0.855,19.09255,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,806.2,7.452,,,success,24762,37,37x37x4,
CASE_00355,KM1_DC,25.0,constant,30.0,26.0,forced,closed,355000,0.75,DC,DC_LOOP,365.22,373.736,375.238,2804.4,680.4,139.28,14.035,0.855,19.09255,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,806.2,8.306,,,success,24762,37,37x37x4,
CASE_00357,KM1_DC,25.0,constant,30.0,26.0,forced,closed,357002,0.75,DC,DC_LOOP,365.22,373.748,375.25,2804.4,680.4,139.28,14.035,0.855,19.09143,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,806.19,8.153,,,success,24763,37,37x37x4,
CASE_00358,KM1_DC,25.0,constant,30.0,26.0,off,closed,358000,0.75,DC,DC_LOOP,365.2,373.716,375.218,1968.9,680.4,139.28,14.035,0.855,19.09297,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,650.47,8.422,,,success,24761,37,37x37x4,
CASE_00359,KM1_DC,25.0,constant,30.0,26.0,off,closed,359001,0.75,DC,DC_LOOP,365.2,373.712,375.214,1968.9,680.4,139.28,14.035,0.855,19.09283,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,650.47,8.312,,,success,24761,37,37x37x4,
CASE_00360,KM1_DC,25.0,constant,30.0,26.0,off,closed,360002,0.75,DC,DC_LOOP,365.2,373.718,375.22,1968.9,680.4,139.28,14.035,0.855,19.09124,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,650.46,8.181,,,success,24762,37,37x37x4,
CASE_00361,KM1_DC,30.0,constant,0.0,26.0,normal,closed,361000,0.75,DC,DC_LOOP,773.3,780.798,782.3,3007.3,820.6,135.0,0.0,1.0,18.97701,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.42,8.107,,,success,45116,37,37x37x4,
CASE_00362,KM1_DC,30.0,constant,0.0,26.0,normal,closed,362001,0.75,DC,DC_LOOP,773.3,780.772,782.274,3007.3,820.6,135.0,0.0,1.0,18.98047,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.43,7.797,,,success,45114,37,37x37x4,
CASE_00363,KM1_DC,30.0,constant,0.0,26.0,normal,closed,363002,0.75,DC,DC_LOOP,773.3,780.786,782.288,3007.3,820.6,135.0,0.0,1.0,18.97908,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.43,8.659,,,success,45115,37,37x37x4,
CASE_00364,KM1_DC,30.0,constant,0.0,26.0,reduced,closed,364000,0.75,DC,DC_LOOP,773.3,780.796,782.298,2744.9,820.6,135.0,0.0,1.0,18.97943,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,778.97,10.014,,,success,45115,37,37x37x4,
CASE_00365,KM1_DC,30.0,constant,0.0,26.0,reduced,closed,365001,0.75,DC,DC_LOOP,773.3,780.784,782.286,2744.9,820.6,135.0,0.0,1.0,18.97827,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,779.0,8.605,,,success,45115,37,37x37x4,
CASE_00366,KM1_DC,30.0,constant,0.0,26.0,reduced,closed,366002,0.75,DC,DC_LOOP,773.3,780.77,782.272,2745.0,820.6,135.0,0.0,1.0,18.98035,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,778.97,8.389,,,success,45114,37,37x37x4,
CASE_00367,KM1_DC,30.0,constant,0.0,26.0,forced,closed,367000,0.75,DC,DC_LOOP,773.3,780.774,782.276,3271.1,820.6,135.0,0.0,1.0,18.98108,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,803.03,7.887,,,success,45114,37,37x37x4,
CASE_00368,KM1_DC,30.0,constant,0.0,26.0,forced,closed,368001,0.75,DC,DC_LOOP,773.3,780.784,782.286,3271.1,820.6,135.0,0.0,1.0,18.97897,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,803.04,8.59,,,success,45115,37,37x37x4,
CASE_00369,KM1_DC,30.0,constant,0.0,26.0,forced,closed,369002,0.75,DC,DC_LOOP,773.3,780.78,782.282,3271.1,820.6,135.0,0.0,1.0,18.9787,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,803.06,7.764,,,success,45115,37,37x37x4,
CASE_00373,KM1_DC,30.0,constant,5.0,26.0,normal,closed,373000,0.75,DC,DC_LOOP,451.04,458.496,459.998,2952.0,818.5,135.59,2.046,0.9801,18.96766,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.11,8.57,,,success,29000,37,37x37x4,
CASE_00374,KM1_DC,30.0,constant,5.0,26.0,normal,closed,374001,0.75,DC,DC_LOOP,451.04,458.472,459.974,2952.0,818.5,135.59,2.046,0.9801,18.96881,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.11,7.946,,,success,28999,37,37x37x4,
CASE_00370,KM1_DC,30.0,constant,0.0,26.0,off,closed,370000,0.75,DC,DC_LOOP,773.3,780.796,782.298,2287.2,820.6,135.0,0.0,1.0,18.97894,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,735.39,8.802,,,success,45115,37,37x37x4,
CASE_00375,KM1_DC,30.0,constant,5.0,26.0,normal,closed,375002,0.75,DC,DC_LOOP,451.04,458.474,459.976,2952.0,818.5,135.59,2.046,0.9801,18.96869,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,791.11,8.517,,,success,28999,37,37x37x4,
CASE_00376,KM1_DC,30.0,constant,5.0,26.0,reduced,closed,376000,0.75,DC,DC_LOOP,451.04,458.496,459.998,2694.4,818.5,135.59,2.046,0.9801,18.96745,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,778.64,9.212,,,success,29000,37,37x37x4,
CASE_00371,KM1_DC,30.0,constant,0.0,26.0,off,closed,371001,0.75,DC,DC_LOOP,773.3,780.766,782.268,2287.2,820.6,135.0,0.0,1.0,18.97937,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,735.39,8.601,,,success,45114,37,37x37x4,
CASE_00372,KM1_DC,30.0,constant,0.0,26.0,off,closed,372002,0.75,DC,DC_LOOP,773.3,780.79,782.292,2287.2,820.6,135.0,0.0,1.0,18.97845,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,735.39,8.496,,,success,45115,37,37x37x4,
CASE_00377,KM1_DC,30.0,constant,5.0,26.0,reduced,closed,377001,0.75,DC,DC_LOOP,451.04,458.496,459.998,2694.4,818.5,135.59,2.046,0.9801,18.96752,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,778.64,8.37,,,success,29000,37,37x37x4,
CASE_00378,KM1_DC,30.0,constant,5.0,26.0,reduced,closed,378002,0.75,DC,DC_LOOP,451.04,458.484,459.986,2694.4,818.5,135.59,2.046,0.9801,18.96636,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,778.64,8.314,,,success,29000,37,37x37x4,
CASE_00379,KM1_DC,30.0,constant,5.0,26.0,forced,closed,379000,0.75,DC,DC_LOOP,451.06,458.514,460.016,3211.1,818.5,135.59,2.046,0.9801,18.96598,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,802.71,7.359,,,success,29001,37,37x37x4,
CASE_00380,KM1_DC,30.0,constant,5.0,26.0,forced,closed,380001,0.75,DC,DC_LOOP,451.06,458.494,459.996,3211.1,818.5,135.59,2.046,0.9801,18.9675,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,802.71,7.725,,,success,29000,37,37x37x4,
CASE_00381,KM1_DC,30.0,constant,5.0,26.0,forced,closed,381002,0.75,DC,DC_LOOP,451.06,458.514,460.016,3211.1,818.5,135.59,2.046,0.9801,18.96592,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,802.72,7.931,,,success,29001,37,37x37x4,
CASE_00382,KM1_DC,30.0,constant,5.0,26.0,off,closed,382000,0.75,DC,DC_LOOP,451.04,458.464,459.966,2244.5,818.5,135.59,2.046,0.9801,18.96746,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,726.86,8.104,,,success,28999,37,37x37x4,
CASE_00383,KM1_DC,30.0,constant,5.0,26.0,off,closed,383001,0.75,DC,DC_LOOP,451.04,458.476,459.978,2244.5,818.5,135.59,2.046,0.9801,18.9685,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,726.87,8.392,,,success,28999,37,37x37x4,
CASE_00384,KM1_DC,30.0,constant,5.0,26.0,off,closed,384002,0.75,DC,DC_LOOP,451.04,458.466,459.968,2244.5,818.5,135.59,2.046,0.9801,18.96732,False,2,KM1_DC_OUT;KM1_DC_IN,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread,KM1_DC_OUT,726.86,7.767,,,success,28999,37,37x37x4,
CASE_00385,KM1_DC,30.0,constant,10.0,26.0,normal,closed,385000,0.75,DC,DC_LOOP,366.96,374.334,375.836,2872.0,817.1,136.43,4.806,0.9516,18.94889,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,790.21,7.684,,,success,24792,37,37x37x4,
CASE_00386,KM1_DC,30.0,constant,10.0,26.0,normal,closed,386001,0.75,DC,DC_LOOP,366.96,374.338,375.84,2872.5,817.1,136.43,4.806,0.9516,18.94591,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,790.23,8.446,,,success,24793,37,37x37x4,
CASE_00387,KM1_DC,30.0,constant,10.0,26.0,normal,closed,387002,0.75,DC,DC_LOOP,366.96,374.322,375.824,2872.0,817.1,136.43,4.806,0.9516,18.94773,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,790.21,8.396,,,success,24792,37,37x37x4,
CASE_00388,KM1_DC,30.0,constant,10.0,26.0,reduced,closed,388000,0.75,DC,DC_LOOP,366.96,374.33,375.832,2621.2,817.1,136.43,4.806,0.9516,18.94785,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,777.7,7.857,,,success,24792,37,37x37x4,
CASE_00389,KM1_DC,30.0,constant,10.0,26.0,reduced,closed,389001,0.75,DC,DC_LOOP,366.96,374.364,375.866,2621.2,817.1,136.43,4.806,0.9516,18.94491,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,777.71,7.875,,,success,24794,37,37x37x4,
CASE_00390,KM1_DC,30.0,constant,10.0,26.0,reduced,closed,390002,0.75,DC,DC_LOOP,366.96,374.338,375.84,2621.2,817.1,136.43,4.806,0.9516,18.94592,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,777.7,7.759,,,success,24793,37,37x37x4,
CASE_00391,KM1_DC,30.0,constant,10.0,26.0,forced,closed,391000,0.75,DC,DC_LOOP,366.96,374.334,375.836,3125.0,817.1,136.43,4.806,0.9516,18.94869,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,801.9,8.524,,,success,24792,37,37x37x4,
CASE_00392,KM1_DC,30.0,constant,10.0,26.0,forced,closed,392001,0.75,DC,DC_LOOP,366.96,374.326,375.828,3125.0,817.1,136.43,4.806,0.9516,18.94776,False,3,KM1_DC_OUT;KM1_DC_IN;KA1,KM1_DC_OUT:thermal_surface_spread;KM1_DC_IN:thermal_surface_spread;KA1:thermal_surface_spread,KM1_DC_OUT,801.9,7.968,,,success,24792,37,37x37x4,
